430	5200 
431	5000 
432	5400 
433	5400 
434	6200 
435	5500 
436	5500 
437	5600 
438	6000 
439	6000 
440	5600 
441	5700 
442	6600 
443	7500 
444	6100 
445	5800 
446	5200 
447	5200 
448	5200 
449	5300 
450	5800 
451	5500 
452	6600 
453	5400 
454	6700 
455	14700 
456	6500 
457	5900 
458	5600 
459	5600 
460	6000 
461	5400 
462	6300 
463	5200 
464	5200 
465	5900 
466	5900 
467	5400 
468	6600 
469	5500 
470	5500 
471	5500 
472	5500 
473	5600 
474	6200 
475	6000 
476	5600 
477	5900 
478	5600 
479	5600 
480	5600 
481	5900 
482	5900 
483	16500 
484	5600 
485	5700 
486	5700 
487	6700 
488	6700 
489	5900 
490	5900 
491	6100 
492	5800 
493	5900 
494	5800 
495	5800 
496	5800 
497	5800 
498	5800 
499	6000 
